no,region,address,aux addres,latitude,longitude,type,power,service
"1",NDMC,"Prithviraj Market, Rabindra Nagar, New Delhi- 110003","Electric Vehicle Charger, Prithviraj Market, Rabindra Nagar, New Delhi- 110003",28.600725499999999,77.226252400000007,DC-001,15 kW,Self Service
"2",NDMC,"Prithviraj Market, Rabindra Nagar, New Delhi- 110003","Electric Vehicle Charger, Prithviraj Market, Rabindra Nagar, New Delhi- 110003",28.600725499999999,77.226252400000007,DC-001,15 kW,Self Service
"3",NDMC,"Outside RWA Park, Jor Bagh Market, Jor Bagh Colony Road, New Delhi- 110003","Electric Vehicle Charger, Outside RWA Park, Jor Bagh Market, Jor Bagh Colony Road, New Delhi- 110003",28.588303100000001,77.217697200000003,DC-001,15 kW,Self Service
"4",NDMC,"Opposite Dory Pharmacy, Khanna Market, Aliganj, Lodhi Colony, New Delhi- 110003","Electric Vehicle Charger, Opposite Dory Pharmacy, Khanna Market, Aliganj, Lodhi Colony, New Delhi- 110003",28.582653799999999,77.220087199999995,DC-001,15 kW,Self Service
"5",NDMC,"Opposite Goel Opticals, Khanna Market, Aliganj, Lodhi Colony, New Delhi- 110003","Electric Vehicle Charger, Opposite Goel Opticals, Khanna Market, Aliganj, Lodhi Colony, New Delhi- 110003",28.584485000000001,77.220315999999997,DC-001,15 kW,Self Service
"6",NDMC,"Dharma Marg, Block Y, Diplomatic Enclave, Malcha Market, New Delhi- 110021","Electric Vehicle Charger, Dharma Marg, Block Y, Diplomatic Enclave, Malcha Market, New Delhi- 110021",28.602356199999999,77.186617799999993,DC-001,15 kW,Self Service
"7",NDMC,"Outside Westend Vedi Tailors, Bock M, Middle Circle, Connaught Place, New Delhi- 110001","Electric Vehicle Charger, Outside Westend Vedi Tailors, Bock M, Middle Circle, Connaught Place, New Delhi- 110001",28.633686099999998,77.218140300000002,DC-001,15 kW,Self Service
"8",NDMC,"Near NDMC Office, Fire Brigade Lane, Barakhamba, New Delhi- 110001","Electric Vehicle Charger, Near NDMC Office, Fire Brigade Lane, Barakhamba, New Delhi- 110001",28.630448200000000,77.225557800000004,DC-001,15 kW,Self Service
"9",NDMC,"Near Bikanervala, Yashwant Place, Chanakyapuri, New Delhi- 110021","Electric Vehicle Charger, Near Bikanervala, Yashwant Place, Chanakyapuri, New Delhi- 110021",28.583882800000001,77.163408000000004,DC-001,15 kW,Self Service
"10",NDMC,"Khan Market, Rabindra Nagar, New Delhi- 110003","Electric Vehicle Charger, Khan Market, Rabindra Nagar, New Delhi- 110003",28.600333299999999,77.226888900000006,DC-001,15 kW,Self Service
"11",NDMC,"Outside Devinder Collections, Shankar Market, Connaught Place, New Delhi- 110001","Electric Vehicle Charger, Outside Devinder Collections, Shankar Market, Connaught Place, New Delhi- 110001",28.633675000000000,77.223492899999997,DC-001,15 kW,Self Service
"12",NDMC,"Opposite HDFC Bank, M- Block, , Connaught Place, New Delhi- 110001","Electric Vehicle Charger, Opposite HDFC Bank, M- Block, , Connaught Place, New Delhi- 110001",28.632584300000001,77.222978699999999,DC-001,15 kW,Self Service
"13",NDMC,"Outside Oriental Bank, Radial Road No. 7, Block M, Connaught Place, New Delhi- 110001","Electric Vehicle Charger, Outside Oriental Bank, Radial Road No. 7, Block M, Connaught Place, New Delhi- 110001",28.631729400000001,77.222107600000001,DC-001,15 kW,Self Service
"14",NDMC,"Outside Jain Bhawan, 12 Shaheed Bhagat Singh Marg, Gole Market, New Delhi- 110001","Electric Vehicle Charger, Outside Jain Bhawan, 12 Shaheed Bhagat Singh Marg, Gole Market, New Delhi- 110001",28.633841000000000,77.207443900000001,DC-001,15 kW,Self Service
"15",NDMC,"NDMC Parking,  Near Ferns n Petals, Near BPCL Petrol Pump,  C Block RR5, Connaught Place,  New Delhi- 110001","Electric Vehicle Charger, NDMC Parking,  Near Ferns n Petals, Near BPCL Petrol Pump,  C Block RR5, Connaught Place,  New Delhi- 110001",28.628162600000000,77.215515100000005,DC-001,15 kW,Self Service
"16",NDMC,"NDMC Parking,  Near Croma, D Block RR5,  Opposite BPCL Petrol Pump,  Connaught Place, New Delhi- 110001","Electric Vehicle Charger, NDMC Parking,  Near Croma, D Block RR5,  Opposite BPCL Petrol Pump,  Connaught Place, New Delhi- 110001",28.628162600000000,77.215515100000005,DC-001,15 kW,Self Service
"17",NDMC,"Next to PVR Plaza, H Block RR4, Connaught Place, New Delhi- 110001","Electric Vehicle Charger, Next to PVR Plaza, H Block RR4, Connaught Place, New Delhi- 110001",28.635011299999999,77.219611200000003,DC-001,15 kW,Self Service
"18",NDMC,"Opposite South Indian Bank, Block E, RR6, Middle Circle, Connaught Place, New Delhi- 110001","Electric Vehicle Charger, Opposite South Indian Bank, Block E, RR6, Middle Circle, Connaught Place, New Delhi- 110001",28.633882799999999,77.221542400000004,DC-001,15 kW,Self Service
"19",NDMC,"Opposite HP Petrol Pump, Block E, Middle Circle, Connaught Place, New Delhi- 110001","Electric Vehicle Charger, Opposite HP Petrol Pump, Block E, Middle Circle, Connaught Place, New Delhi- 110001",28.631896399999999,77.221582400000003,DC-001,15 kW,Self Service
"20",NDMC,"Outside Standard Chartered Bank, Sardar Patel Bhawan, Sansad Marg, New Delhi- 110001","Electric Vehicle Charger, Outside Standard Chartered Bank, Sardar Patel Bhawan, Sansad Marg, New Delhi- 110001",28.624251800000000,77.212581799999995,DC-001,15 kW,Self Service
"21",NDMC,"Sarojini Nagar Market, Sarojini Nagar, New Delhi- 110023","Electric Vehicle Charger, Sarojini Nagar Market, Sarojini Nagar, New Delhi- 110023",28.577231800000000,77.197238499999997,DC-001,15 kW,Self Service
"22",NDMC,"Outside Iqbal Bros., G1, Block G, Connaught Place, New Delhi- 110001","Electric Vehicle Charger, Outside Iqbal Bros., G1, Block G, Connaught Place, New Delhi- 110001",28.633797500000000,77.217455299999997,DC-001,15 kW,Self Service
"23",NDMC,"Palika Maternity Hospital, Block 11, Lodhi Colony, Near Khanna Market, New Delhi 110003","Electric Vehicle Charger, Palika Maternity Hospital, Block 11, Lodhi Colony, Near Khanna Market, New Delhi 110003",28.583804600000001,77.221822500000002,DC-001,15 kW,Self Service
"24",NDMC,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001","Electric Vehicle Charger, Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.617782999999999,77.212995899999996,DC-001,15 kW,Self Service
"25",NDMC,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001","Electric Vehicle Charger, Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.617782999999999,77.212995899999996,DC-001,15 kW,Self Service
"26",NDMC,"FICCI, FICCI Chowk, Mandi House, Todermal Road Area, Mandi House, New Delhi110001","Electric Vehicle Charger, FICCI, FICCI Chowk, Mandi House, Todermal Road Area, Mandi House, New Delhi110001",28.626869100000000,77.231853000000001,DC-001,15 kW,Self Service
"27",NDMC,"Charak Palika Hospital, C7 Lane, Moti Bagh 1, Blok F, New Moti Bagh, New Delhi 110021","Electric Vehicle Charger, Charak Palika Hospital, C7 Lane, Moti Bagh 1, Blok F, New Moti Bagh, New Delhi 110021",28.585287900000001,77.177093999999997,DC-001,15 kW,Self Service
"28",NDMC,"PSOI Club, Chanakyapuri, New Delhi 110021","Electric Vehicle Charger, PSOI Club, Chanakyapuri, New Delhi 110021",28.586617000000000,77.193640000000002,DC-001,15 kW,Self Service
"29",NDMC,"PSOI Club, Chanakyapuri, New Delhi 110021","Electric Vehicle Charger, PSOI Club, Chanakyapuri, New Delhi 110021",28.586617000000000,77.193640000000002,DC-001,15 kW,Self Service
"30",NDMC,"Near Snow White, Block D, Inner Circle, Connaught Place, New Delhi 110001","Electric Vehicle Charger, Near Snow White, Block D, Inner Circle, Connaught Place, New Delhi 110001",28.633630600000000,77.220579000000001,DC-001,15 kW,Self Service
"31",NDMC,"Outside Van Heusen Showroom, Block C, Inner Circle, Connaught Place, New Delhi 110001","Electric Vehicle Charger, Outside Van Heusen Showroom, Block C, Inner Circle, Connaught Place, New Delhi 110001",28.632989899999998,77.217980499999996,DC-001,15 kW,Self Service
"32",NDMC,"16-B, Woodland Showroom, Block B, Connaught Place, New Delhi 110001","Electric Vehicle Charger, 16-B, Woodland Showroom, Block B, Connaught Place, New Delhi 110001",28.634071899999999,77.218779799999993,DC-001,15 kW,Self Service
"33",CMRL,Nandanam Metro station Chennai  (CMRL),"Electric Vehicle Charger, Nandanam Metro station Chennai  (CMRL)",12.995922200000001,80.210286699999997,DC-001,15 kW,Self Service
"34",CMRL,Nandanam Metro station Chennai  (CMRL),"Electric Vehicle Charger, Nandanam Metro station Chennai  (CMRL)",12.995922200000001,80.210286699999997,AC-001,10(3.3 kW each),Self Service
"35",Maha Metro,"Nagpur Airport Metro Station, Nagpur","Electric Vehicle Charger, Nagpur Airport Metro Station, Nagpur",21.086880099999998,79.063558599999993,DC-001,15 kW,Self Service
"36",Maha Metro,"Nagpur Airport Metro Station, Nagpur","Electric Vehicle Charger, Nagpur Airport Metro Station, Nagpur",21.086880099999998,79.063558599999993,AC-001,10(3.3 kW each),Self Service
"37",NDMC,"Yashwant Place, Chanakyapuri, New Delhi- 110021","Electric Vehicle Charger, Yashwant Place, Chanakyapuri, New Delhi- 110021",28.585305600000002,77.191000000000003,DC-001,15 kW,Self Service
"38",NDMC,"Outside Bharat Sanchar Bhawan, Ashoke Road, Janpath, New Delhi- 110001","Electric Vehicle Charger, Outside Bharat Sanchar Bhawan, Ashoke Road, Janpath, New Delhi- 110001",28.622224100000000,77.214249199999998,DC-001,15 kW,Self Service
"39",NDMC,"Dharma Marg, Block Y, Diplomatic Enclave, Malcha Market, New Delhi- 110021","Electric Vehicle Charger, Dharma Marg, Block Y, Diplomatic Enclave, Malcha Market, New Delhi- 110021",28.602356199999999,77.186617799999993,DC-001,15 kW,Self Service
"40",NDMC,"Charak Palika Hospital, C7 Lane, Moti Bagh 1, Blok F, New Moti Bagh, New Delhi 110021","Electric Vehicle Charger, Charak Palika Hospital, C7 Lane, Moti Bagh 1, Blok F, New Moti Bagh, New Delhi 110021",28.585287900000001,77.177093999999997,DC-001,15 kW,Self Service
"41",NDMC,"Gate No. 1, Lodhi Garden, Lodhi Estate, Lodhi Road, New Delhi 110003","Electric Vehicle Charger, Gate No. 1, Lodhi Garden, Lodhi Estate, Lodhi Road, New Delhi 110003",28.590710900000001,77.224284400000002,DC-001,15 kW,Self Service
"42",NDMC,"Akashvani Bhawan, Sansad Marg, New Delhi 110001","Electric Vehicle Charger, Akashvani Bhawan, Sansad Marg, New Delhi 110001",28.624515700000000,77.213555499999998,DC-001,15 kW,Self Service
"43",NDMC,"Opposite IVORY Mart, F Block, Inner Circle, Connaught Place, New Delhi 110001","Electric Vehicle Charger, Opposite IVORY Mart, F Block, Inner Circle, Connaught Place, New Delhi 110001",28.550360900000001,77.213916100000006,DC-001,15 kW,Self Service
"44",NDMC,"Near ICICI Bank/Metro Gate No. 7 & 8, Block A, Inner Circle, Connaught Place, New Delhi 110001","Electric Vehicle Charger, Near ICICI Bank/Metro Gate No. 7 & 8, Block A, Inner Circle, Connaught Place, New Delhi 110001",28.632722999999999,77.217847000000006,DC-001,15 kW,Self Service
"45",NDMC,"Gopal Das Building, Barakhamba Road, Connaught Lane, Barakhamba, New Delhi110001","Electric Vehicle Charger, Gopal Das Building, Barakhamba Road, Connaught Lane, Barakhamba, New Delhi110001",28.632584300000001,77.222978699999999,DC-001,15 kW,Self Service
"46",NDMC,"Outside UCO Bank, Block H, RR3, Connaught Place, New Delhi","Electric Vehicle Charger, Outside UCO Bank, Block H, RR3, Connaught Place, New Delhi",28.635112800000002,77.218420499999993,DC-001,15 kW,Self Service
"47",NDMC,"Press Club of India, 1, Raisina Road, Windsor Place, New Delhi110001","Electric Vehicle Charger, Press Club of India, 1, Raisina Road, Windsor Place, New Delhi110001",28.617193300000000,77.213645200000002,DC-001,15 kW,Self Service
"48",NDMC,"Post Office, Laxmi Bai Nagar, Safderjung Flyover, New Delhi","Electric Vehicle Charger, Post Office, Laxmi Bai Nagar, Safderjung Flyover, New Delhi",28.578451999999999,77.209231000000003,DC-001,15 kW,Self Service
"49",Noida Authority,"Electronic City , Metro Station parking gate no.2, Noida - 201301","Electric Vehicle Charger, Electronic City , Metro Station parking gate no.2, Noida - 201301",28.627941000000000,77.374930000000006,DC-001,15 kW,Self Service
"50",Noida Authority,"H Block market, Haldiram, Car parking , sector - 63 , Noida - 201301","Electric Vehicle Charger, H Block market, Haldiram, Car parking , sector - 63 , Noida - 201301",28.626581699999999,77.375216100000003,DC-001,15 kW,Self Service
"51",NDMC,"Side of Hotel Claridges, Tees January Marg, Dr. APJ Abdul Kalam Road, New Delhi- 110003","Electric Vehicle Charger, Side of Hotel Claridges, Tees January Marg, Dr. APJ Abdul Kalam Road, New Delhi- 110003",28.602443000000001,77.217889000000000,DC-001,15 kW,Self Service
"52",NDMC,"Gate No. 1, Lodhi Garden, Lodhi Estate, Lodhi Road, New Delhi 110003","Electric Vehicle Charger, Gate No. 1, Lodhi Garden, Lodhi Estate, Lodhi Road, New Delhi 110003",28.590710900000001,77.224284400000002,DC-001,15 kW,Self Service
"53",NDMC,"Talkatora Garden, President's Estate, New Delhi110004","Electric Vehicle Charger, Talkatora Garden, President's Estate, New Delhi110004",28.624835800000000,77.195243500000004,DC-001,15 kW,Self Service
"54",NDMC,"Talkatora Garden, President's Estate, New Delhi110004","Electric Vehicle Charger, Talkatora Garden, President's Estate, New Delhi110004",28.624835800000000,77.195243500000004,DC-001,15 kW,Self Service
"55",NDMC,"Talkatora Stadium, President's Estate, New Delhi110004","Electric Vehicle Charger, Talkatora Stadium, President's Estate, New Delhi110004",28.625294300000000,77.195234400000004,DC-001,15 kW,Self Service
"56",NDMC,"Indian Coffee House, Connaught Place, New Delhi","Electric Vehicle Charger, Indian Coffee House, Connaught Place, New Delhi",28.630809599999999,77.216158300000004,DC-001,15 kW,Self Service
"57",NDMC,"Talkatora Garden, President's Estate, New Delhi110004","Electric Vehicle Charger, Talkatora Garden, President's Estate, New Delhi110004",28.624835800000000,77.195243500000004,DC-001,15 kW,Self Service
"58",NDMC,"Talkatora Stadium, President's Estate, New Delhi110004","Electric Vehicle Charger, Talkatora Stadium, President's Estate, New Delhi110004",28.625294300000000,77.195234400000004,DC-001,15 kW,Self Service
"59",CMRL,"High Court Metro Station, Chennai","Electric Vehicle Charger, High Court Metro Station, Chennai",13.031848500000001,80.241973000000002,DC-001,15 kW,Self Service
"60",CMRL,"High Court Metro Station, Chennai","Electric Vehicle Charger, High Court Metro Station, Chennai",13.031848500000001,80.241973000000002,AC-001,10(3.3 kW each),Self Service
"61",CMRL,"Koyam Bedu  Metro Station, Chennai","Electric Vehicle Charger, Koyam Bedu  Metro Station, Chennai",13.109280900000000,80.152346199999997,DC-001,15 kW,Self Service
"62",CMRL,"Koyam Bedu  Metro Station, Chennai","Electric Vehicle Charger, Koyam Bedu  Metro Station, Chennai",13.109280900000000,80.152346199999997,AC-001,10(3.3 kW each),Self Service
"63",CMRL,"Anna Nagar East Metro Station, Chennai (CMRL)","Electric Vehicle Charger, Anna Nagar East Metro Station, Chennai (CMRL)",12.995922200000001,80.210286699999997,DC-001,15 kW,Self Service
"64",CMRL,"Anna Nagar East Metro Station, Chennai (CMRL)","Electric Vehicle Charger, Anna Nagar East Metro Station, Chennai (CMRL)",12.995922200000001,80.210286699999997,AC-001,10(3.3 kW each),Self Service
"65",NDMC,"NMDC Parking, Dilli Haat, West Kidwai Nagar, New Delhi 110023","Electric Vehicle Charger, NMDC Parking, Dilli Haat, West Kidwai Nagar, New Delhi 110023",28.577231800000000,77.197238499999997,DC-001,15 kW,Self Service
"66",NDMC,"Hotel Claridges, Tees January Marg, Dr. APJ Abdul Kalam Road, New Delhi- 110003","Electric Vehicle Charger, Hotel Claridges, Tees January Marg, Dr. APJ Abdul Kalam Road, New Delhi- 110003",28.602443000000001,77.217889000000000,DC-001,15 kW,Self Service
"67",NDMC,"Janpath Guest House, Connaught Place, New Delhi","Electric Vehicle Charger, Janpath Guest House, Connaught Place, New Delhi",28.623778999999999,77.218963000000002,DC-001,15 kW,Self Service
"68",SDMC,"EESL N-Block GK-1, SDMC parking New Delhi","Electric Vehicle Charger, EESL N-Block GK-1, SDMC parking New Delhi",28.556841299999999,77.234048900000005,DC-001,15 kW,Self Service
"69",SDMC,"SDMC Parking, B6, Safderjung Enclave","Electric Vehicle Charger, SDMC Parking, B6, Safderjung Enclave",28.550360900000001,77.213916100000006,DC-001,15 kW,Self Service
"70",SDMC,"SDMC Parking, SDA Market, Hauz Khas, New Delhi, Delhi 110016","Electric Vehicle Charger, SDMC Parking, SDA Market, Hauz Khas, New Delhi, Delhi 110016",28.546390899999999,77.196354499999998,DC-001,15 kW,Self Service
"71",SDMC,"SDMC Parking, Aurbindo Market Place,Hauz Khas, New Delhi, Delhi 110016","Electric Vehicle Charger, SDMC Parking, Aurbindo Market Place,Hauz Khas, New Delhi, Delhi 110016",28.545394399999999,77.190822499999996,DC-001,15 kW,Self Service
"72",SDMC,"SDMC Parking, R Block, GK-1, DELHI-110016","Electric Vehicle Charger, SDMC Parking, R Block, GK-1, DELHI-110016",28.550013600000000,77.244870399999996,DC-001,15 kW,Self Service
"73",NKDA,"Near Tank No 3, Opp Goutams, Street Number 24,Sub Central Business District Action Area 1, Action Area I, Newtown West Bengal 700156","Electric Vehicle Charger, Near Tank No 3, Opp Goutams, Street Number 24,Sub Central Business District Action Area 1, Action Area I, Newtown West Bengal 700156",22.579939000000000,88.453180700000004,DC-001,15 kW,Self Service
"74",NKDA,"Near Tank No 3, Opp Goutams, Street Number 24,Sub Central Business District Action Area 1, Action Area I, Newtown West Bengal 700156","Electric Vehicle Charger, Near Tank No 3, Opp Goutams, Street Number 24,Sub Central Business District Action Area 1, Action Area I, Newtown West Bengal 700156",22.579939000000000,88.453180700000004,AC-001,10(3.3 kW each),Self Service
"75",NKDA,"NKDA New Town Business Club Parking Lot, AE Block(Newtown), Newtown, West Bengal 700059","Electric Vehicle Charger, NKDA New Town Business Club Parking Lot, AE Block(Newtown), Newtown, West Bengal 700059",22.585303000000000,88.456905599999999,DC-001,15 kW,Self Service
"76",NKDA,"NKDA New Town Business Club Parking Lot, AE Block(Newtown), Newtown, West Bengal 700059","Electric Vehicle Charger, NKDA New Town Business Club Parking Lot, AE Block(Newtown), Newtown, West Bengal 700059",22.585303000000000,88.456905599999999,AC-001,10(3.3 kW each),Self Service
"77",NKDA,"Parking Lot, 7 Wonders, Gate No 4, Eco Park Entry Plaza, AA IIB, Newtown, Kolkata, West Bengal 700135","Electric Vehicle Charger, Parking Lot, 7 Wonders, Gate No 4, Eco Park Entry Plaza, AA IIB, Newtown, Kolkata, West Bengal 700135",22.603134000000001,88.467142800000005,DC-001,15 kW,Self Service
"78",NKDA,"Parking Lot, 7 Wonders, Gate No 4, Eco Park Entry Plaza, AA IIB, Newtown, Kolkata, West Bengal 700135","Electric Vehicle Charger, Parking Lot, 7 Wonders, Gate No 4, Eco Park Entry Plaza, AA IIB, Newtown, Kolkata, West Bengal 700135",22.603134000000001,88.467142800000005,AC-001,10(3.3 kW each),Self Service
"79",NKDA,"Parking Lot Golf Club, Gate no. 6, Ecopark, Deshbandhu Nagar, Rekjuani, West Bengal 700156","Electric Vehicle Charger, Parking Lot Golf Club, Gate no. 6, Ecopark, Deshbandhu Nagar, Rekjuani, West Bengal 700156",22.583356200000001,88.459341800000004,DC-001,15 kW,Self Service
"80",NKDA,"Parking Lot Golf Club, Gate no. 6, Ecopark, Deshbandhu Nagar, Rekjuani, West Bengal 700156","Electric Vehicle Charger, Parking Lot Golf Club, Gate no. 6, Ecopark, Deshbandhu Nagar, Rekjuani, West Bengal 700156",22.583356200000001,88.459341800000004,AC-001,10(3.3 kW each),Self Service
"81",NKDA,"NKDA Parking Lot, Beside Tata Memorial Cancer Hospital , 14, MAR(E-W), DH Block(Newtown), Action Area I, Newtown, Kolkata, West Bengal 700160","Electric Vehicle Charger, NKDA Parking Lot, Beside Tata Memorial Cancer Hospital , 14, MAR(E-W), DH Block(Newtown), Action Area I, Newtown, Kolkata, West Bengal 700160",22.577097100000000,88.479631900000001,DC-001,15 kW,Self Service
"82",NKDA,"NKDA Parking Lot, Beside Tata Memorial Cancer Hospital , 14, MAR(E-W), DH Block(Newtown), Action Area I, Newtown, Kolkata, West Bengal 700160","Electric Vehicle Charger, NKDA Parking Lot, Beside Tata Memorial Cancer Hospital , 14, MAR(E-W), DH Block(Newtown), Action Area I, Newtown, Kolkata, West Bengal 700160",22.577097100000000,88.479631900000001,AC-001,10(3.3 kW each),Self Service
"83",NKDA,"NKDA Parking Lot, Beside Axis Mall, CF Block Newtown, Action Area 1C, Newtown, Kolkata, West Bengal 700156","Electric Vehicle Charger, NKDA Parking Lot, Beside Axis Mall, CF Block Newtown, Action Area 1C, Newtown, Kolkata, West Bengal 700156",22.579653400000002,88.459843000000006,DC-001,15 kW,Self Service
"84",NKDA,"NKDA Parking Lot, Beside Axis Mall, CF Block Newtown, Action Area 1C, Newtown, Kolkata, West Bengal 700156","Electric Vehicle Charger, NKDA Parking Lot, Beside Axis Mall, CF Block Newtown, Action Area 1C, Newtown, Kolkata, West Bengal 700156",22.579653400000002,88.459843000000006,AC-001,10(3.3 kW each),Self Service
"85",Noida Authority,"Ganga Shopping Complex, Sector 29, Noida, Uttar Pradesh 201301","Electric Vehicle Charger, Ganga Shopping Complex, Sector 29, Noida, Uttar Pradesh 201301",28.572149799999998,77.337546200000006,DC-001,15 kW,Self Service
"86",Noida Authority,"Near RTO OfficeSector 33A, Noida, Ghaziabad, Uttar Pradesh, 201301, India","Electric Vehicle Charger, Near RTO OfficeSector 33A, Noida, Ghaziabad, Uttar Pradesh, 201301, India",28.582119500000001,77.326699099999999,DC-001,15 kW,Self Service
"87",Noida Authority,"Sector 15, Nithari, Noida, Dadri, Gautam Buddha Nagar, Uttar Pradesh, 201301, India","Electric Vehicle Charger, Sector 15, Nithari, Noida, Dadri, Gautam Buddha Nagar, Uttar Pradesh, 201301, India",28.626581699999999,77.375216100000003,DC-001,15 kW,Self Service
"88",Noida Authority,"road between sector 124 & 125 and beside SPCl Sector Road, Noida, Uttar Pradesh, 201313","Electric Vehicle Charger, road between sector 124 & 125 and beside SPCl Sector Road, Noida, Uttar Pradesh, 201313",28.548193500000000,77.322193799999994,DC-001,15 kW,Self Service
"89",Noida Authority,Between kirti mann plaza and NMC hospital Sector 30 Noida,"Electric Vehicle Charger, Between kirti mann plaza and NMC hospital Sector 30 Noida",28.572797699999999,77.340530999999999,DC-001,15 kW,Self Service
"90",Noida Authority,"Sector 142, Noida, Uttar Pradesh, 201305","Electric Vehicle Charger,  Sector 142, Noida, Uttar Pradesh, 201305",28.626581699999999,77.375216100000003,DC-001,15 kW,Self Service
"91",NDMC,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001","Electric Vehicle Charger, Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.617782999999999,77.212995899999996,CCS/ChADEMO/ Type 2 AC,142kW,Self Service
"92",NDMC,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001","Electric Vehicle Charger, Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.617782999999999,77.212995899999996,CCS/ChADEMO/ Type 2 AC,142kW,Self Service
"93",NDMC,"Gate No. 1, Lodhi Garden, Lodhi Estate, Lodhi Road, New Delhi 110003","Electric Vehicle Charger, Gate No. 1, Lodhi Garden, Lodhi Estate, Lodhi Road, New Delhi 110003",28.590710900000001,77.224284400000002,CCS/ChADEMO/ Type 2 AC,142kW,Self Service
"94",NDMC,"Gate No. 1, Lodhi Garden, Lodhi Estate, Lodhi Road, New Delhi 110003","Electric Vehicle Charger, Gate No. 1, Lodhi Garden, Lodhi Estate, Lodhi Road, New Delhi 110003",28.590710900000001,77.224284400000002,CCS/ChADEMO/ Type 2 AC,142kW,Self Service
"95",NDMC,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001","Electric Vehicle Charger, Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.617782999999999,77.212995899999996,CCS/ChADEMO/ Type 2 AC,142kW,Self Service
"96",NDMC,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001","Electric Vehicle Charger, Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.617782999999999,77.212995899999996,CCS/ChADEMO/ Type 2 AC,142kW,Self Service
"97",NDMC,"NMDC Parking, Dilli Haat, West Kidwai Nagar, New Delhi 110023","Electric Vehicle Charger, NMDC Parking, Dilli Haat, West Kidwai Nagar, New Delhi 110023",28.577231800000000,77.197238499999997,CCS/ChADEMO/ Type 2 AC,142kW,Self Service
"98",Noida Authority,"Op. C&R Textiles Ltd, sector-60, Noida","Electric Vehicle Charger, Op. C&R Textiles Ltd, sector-60, Noida",28.602148600000000,77.362724900000003,DC-001,15 kW,Self Service
